research_question,experiment_name,sweep_parameter,sweep_value,dynamics,activation_family,activation_param_name,activation_param_value,lam,n,s,k,beta,seed,converged,convergence_step,publisher_welfare,user_welfare,max_improvement,last_converged,last_convergence_step,last_publisher_welfare,last_user_welfare,last_max_improvement,exposure_violation_initial,exposure_violation_terminal
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,56,True,7,0.9863915986185902,0.9174748409563325,8.895836553884928e-05,,,,,,0.0,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,61,True,6,0.9750257813983281,0.9218482614310206,9.805276020752318e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,57,True,8,0.9865979467037415,0.9025981059799982,3.0038748351335354e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,59,True,8,0.9672389305168513,0.8652747356516368,4.0475816365570516e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,60,True,8,0.9692476456042396,0.9251889102885386,6.979003638024617e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,58,True,8,0.9642505378658227,0.887777352942741,5.779503821196075e-05,,,,,,2.220446049250313e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,63,True,6,0.9883893286964489,0.9304729190274728,6.16646733087034e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,62,True,8,0.957959947320209,0.909417316548125,5.94464861476407e-05,,,,,,2.220446049250313e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,65,True,6,0.9718811204926813,0.8802919236711239,8.994624937946893e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,66,True,8,0.9809002423358639,0.901626967724089,8.813305496557788e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,69,True,7,0.9765919518445618,0.9239466282924814,8.744754832445967e-05,,,,,,0.0,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,64,True,9,0.9362231615084502,0.861176541975475,5.643385747577945e-05,,,,,,2.220446049250313e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,67,True,7,0.9738803493283066,0.8840259688647367,5.834972475221578e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,68,True,7,0.9779496957664945,0.8976172979472556,6.603380527103742e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,71,True,7,0.9667841295869428,0.921674881025394,8.615089359614858e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,70,True,9,0.9617251880077738,0.9128422581658437,5.267347954651669e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,72,True,8,0.9598558811993034,0.9211152965219126,8.342441591435712e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,73,True,8,0.9689117000696768,0.899993234793038,7.89560149216384e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,74,True,8,0.9830110770971824,0.9005351200263673,7.435561284840908e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,75,True,7,0.9726743239645869,0.869023065118571,9.684279686278385e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,77,True,7,0.9823413532042333,0.8945268124743198,6.621011011692657e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,76,True,9,0.9356792839141661,0.9015333530916522,7.773068548788675e-05,,,,,,2.220446049250313e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,78,True,7,0.9823517609670659,0.9200644502424445,5.210887490009197e-05,,,,,,1.1102230246251565e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,80,True,8,0.9735042578184029,0.9275199187696991,4.501929371264479e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,79,True,9,0.9497020992401367,0.8636680148808886,8.003331592909557e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,82,True,9,0.9508640067179215,0.8703373094535486,1.546124849455266e-05,,,,,,2.220446049250313e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,81,True,9,0.9568860765940816,0.8946228676993044,3.992919058781741e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,83,True,7,0.9799302347481792,0.9558570355525525,8.563224321106455e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,84,True,6,0.9830729166666666,0.9603171108758878,3.828573943115421e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,86,True,7,0.9852701822916666,0.9129219814953468,1.79581383792371e-05,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,85,True,8,0.9868415649973529,0.8825540798144539,-4.7089358196084063e-07,,,,,,1.1102230246251565e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,87,True,6,0.98936951359066,0.8794630551157775,8.896210258685366e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,90,True,6,0.9860220802869262,0.8970768404308749,5.7458687589218016e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,88,True,8,0.978225119767887,0.9144291424801537,4.68349484409325e-05,,,,,,1.1102230246251565e-16,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,91,True,7,0.9723411369294993,0.8845063155923305,7.857348345724491e-05,,,,,,0.0,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,89,True,8,0.9826963365073267,0.8968935382140306,-1.0463852228803638e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,92,True,7,0.974533198673083,0.9242726927464275,3.065195645651775e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,93,True,8,0.9660389234619967,0.8264759318487412,6.230876400270535e-05,,,,,,2.220446049250313e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,94,True,8,0.9678487651238773,0.8891710088548299,8.734695832546269e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,95,True,7,0.9848578758181743,0.9439037654727515,8.31186879937662e-05,,,,,,0.0,1.1102230246251565e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,96,True,7,0.9811197916666666,0.9045630636097782,6.629748157815918e-05,,,,,,0.0,2.220446049250313e-16
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,98,True,7,0.9785591587114641,0.9123015886584102,4.012089155125409e-05,,,,,,1.1102230246251565e-16,0.0
How do within-family activation hyperparameters tune the welfare-convergence tradeoff?,hyperparameter_root_power,a,0.0,brd,root_power,a,0.0,0.5,3,3,3,1.0,97,True,9,0.9618969031390942,0.8641237542408909,2.9246461111964717e-05,,,,,,2.220446049250313e-16,2.220446049250313e-16
